overflow_discount,xi,S_T,minC,overload_time,W,U
0.14642857142857146,0.07428571428571429,23.718541827908158,0.6,21.0,23.768128013064576,0.3786369564585278
0.1785714285714286,0.07428571428571429,23.840467769840945,0.6,20.0,23.795807139141466,0.3852972231143206
0.21071428571428574,0.07428571428571429,23.95974226727005,0.6,20.0,23.82301913508921,0.3918941529757163
0.24285714285714288,0.07428571428571429,24.077378886918257,0.6,20.0,23.8499090750038,0.3984530337033799
0.275,0.07428571428571429,24.19337079876417,0.6,20.0,23.87647271894305,0.40497187698516923
0.30714285714285716,0.07428571428571429,24.307712574827374,0.6,20.0,23.902706568025415,0.41144886027984984
0.3392857142857143,0.07428571428571429,24.420400127836437,0.6,20.0,23.928607816082547,0.4178823195142323
0.37142857142857144,0.07428571428571429,24.53143064966275,0.6,20.0,23.954174302573243,0.42427074165362505
0.4035714285714286,0.07428571428571429,24.639690094749223,0.6,19.0,23.979240386017022,0.4305814635005438
0.4357142857142858,0.07428571428571429,24.745586107674857,0.6,19.0,24.003868964906417,0.4368253571480427
0.4678571428571429,0.07428571428571429,24.85005532409189,0.6,19.0,24.028197850012113,0.44302769722122104
0.5,0.07428571428571429,24.953096439378506,0.6,19.0,24.052225655509112,0.449187266153095
0.05,0.10142857142857144,15.243181051459095,0.30791045271374284,40.0,22.79138047420732,0.20342010257220833
0.08214285714285716,0.10142857142857144,16.038251725118002,0.35961294442145436,40.0,22.881099790090293,0.21907096274100785
0.1142857142857143,0.10142857142857144,16.794508050782735,0.395515752341719,40.0,22.967761501270772,0.23444621892936562
0.14642857142857146,0.10142857142857144,17.513251140251807,0.4170677571461239,40.0,23.05124725662391,0.2495101943214306
0.1785714285714286,0.10142857142857144,18.19576235666219,0.43254880444309335,40.0,23.13152330936896,0.2642402490846944
0.21071428571428574,0.10142857142857144,18.843288140818135,0.44462125078071846,40.0,23.208615463300973,0.2786235353487495
0.24285714285714288,0.10142857142857144,19.45703107747434,0.45455752243988673,40.0,23.282590294887967,0.29265444781027017
0.275,0.10142857142857144,20.03814515442167,0.4628009730686693,40.0,23.353541285190072,0.30633265723244074
0.30714285714285716,0.10142857142857144,20.587733801380974,0.4699321469757453,40.0,23.421578703671095,0.31966161298395385
0.3392857142857143,0.10142857142857144,21.106849741485146,0.4761830377335447,40.0,23.486822314157116,0.33264741355358735
0.37142857142857144,0.10142857142857144,21.5796462855393,0.4817591931880568,39.0,23.549396180220775,0.34529796104741306
0.4035714285714286,0.10142857142857144,22.00376675781027,0.4866812190861489,37.0,23.60931940076111,0.35761136461398807
0.4357142857142858,0.10142857142857144,22.39020222050031,0.4910780890134952,36.0,23.666678634955225,0.3695932252879459
0.4678571428571429,0.10142857142857144,22.744903166636508,0.4952145159444455,36.0,23.721599028341842,0.38125383459802653
0.5,0.10142857142857144,23.071768025178827,0.4988303340989343,35.0,23.77419873777347,0.3926032077671668
0.05,0.12857142857142856,6.510605961700615,0.0,40.0,21.83985283340283,0.049691674228229565
0.08214285714285716,0.12857142857142856,7.33614647780176,0.0,40.0,21.89786677041591,0.060147021739378574
0.1142857142857143,0.12857142857142856,8.146255679275253,0.0,40.0,21.96630116347082,0.07204379844976583
0.14642857142857146,0.12857142857142856,8.940882733943782,0.0,40.0,22.04390489503659,0.08530493586477361
0.1785714285714286,0.12857142857142856,9.720264652840267,0.0,40.0,22.12925899111065,0.09981188789642056
0.21071428571428574,0.12857142857142856,10.484858428735405,0.0,40.0,22.220899081115554,0.11541820442181305
0.24285714285714288,0.12857142857142856,11.237779340475829,0.0,40.0,22.317859639761654,0.13203941720217077
0.275,0.12857142857142856,11.97782210468279,0.0,40.0,22.418533140214794,0.14946238942278467
0.30714285714285716,0.12857142857142856,12.704843941788102,0.0,40.0,22.521565310941824,0.16749630087745448
0.3392857142857143,0.12857142857142856,13.419629651131682,0.0,40.0,22.62591466701717,0.1859869540586615
0.37142857142857144,0.12857142857142856,14.122954037943433,0.0,40.0,22.73069740355293,0.20479425726412495
0.4035714285714286,0.12857142857142856,14.815564568073485,0.0,40.0,22.835178210980235,0.22379386298961026
0.4357142857142858,0.12857142857142856,15.49817049629336,0.0,40.0,22.938756341667805,0.242877495179331
0.4678571428571429,0.12857142857142856,16.17143678688624,0.0,40.0,23.04094969128925,0.26195240828827093
0.5,0.12857142857142856,16.835981448006255,0.0,40.0,23.141378663888425,0.28094032156884263
0.05,0.1557142857142857,4.971752808694372,0.0,40.0,21.734302204120567,0.023851649251039338
0.08214285714285716,0.1557142857142857,5.86095295526495,0.0,40.0,21.763377052574867,0.030622435548694316
0.1142857142857143,0.1557142857142857,6.7350319119525155,0.0,40.0,21.805810223577197,0.038972410666356434
0.14642857142857146,0.1557142857142857,7.593210209261062,0.0,40.0,21.861266829825176,0.04897925794820929
0.1785714285714286,0.1557142857142857,8.435153956925822,0.0,40.0,21.928820175224892,0.06064819806757106
0.21071428571428574,0.1557142857142857,9.260922237327893,0.0,40.0,22.007133203249257,0.07391789752129932
0.24285714285714288,0.1557142857142857,10.070890322147397,0.0,40.0,22.09463902583301,0.08867353402804194
0.275,0.1557142857142857,10.865666552202056,0.0,40.0,22.18969358773051,0.10476290475078012
0.30714285714285716,0.1557142857142857,11.646015091360765,0.0,40.0,22.290689288951803,0.12201222956195716
0.3392857142857143,0.1557142857142857,12.41279096186411,0.0,40.0,22.39612972545978,0.14023960767930338
0.37142857142857144,0.1557142857142857,13.166889343640536,0.0,40.0,22.504671774235938,0.15926529484789614
0.4035714285714286,0.1557142857142857,13.909208408240026,0.0,40.0,22.61514324418702,0.17891880326311838
0.4357142857142858,0.1557142857142857,14.64062365434078,0.0,40.0,22.72654391062123,0.1990432727472886
0.4678571428571429,0.1557142857142857,15.361971336209178,0.0,40.0,22.838036295436574,0.21949772028497794
0.5,0.1557142857142857,16.07403870957722,0.0,40.0,22.94893087906721,0.24015776336344807
0.05,0.18285714285714286,4.237558093089536,0.0,40.0,21.717151981417224,0.015390504781074218
0.08214285714285716,0.18285714285714286,5.159121988546161,0.0,40.0,21.73141959847659,0.02048482392921399
0.1142857142857143,0.18285714285714286,6.06600934063042,0.0,40.0,21.75939265341382,0.027083978364282023
0.14642857142857146,0.18285714285714286,6.95699756288722,0.0,40.0,21.801525536209844,0.035353083616629345
0.1785714285714286,0.18285714285714286,7.8313641800578315,0.0,40.0,21.857466726821826,0.04538261972250165
0.21071428571428574,0.18285714285714286,8.688865072092524,0.0,40.0,21.92622026108699,0.05718338517250912
0.24285714285714288,0.18285714285714286,9.529667007819965,0.0,40.0,22.00635033046421,0.07069345001509841
0.275,0.18285714285714286,10.354258081370011,0.0,40.0,22.096181004143354,0.0857929076673589
0.30714285714285716,0.18285714285714286,11.163355402380821,0.0,40.0,22.193962062732712,0.10232170493234616
0.3392857142857143,0.18285714285714286,11.957822321747306,0.0,40.0,22.29799010477479,0.12009685920335392
0.37142857142857144,0.18285714285714286,12.738600900656579,0.0,40.0,22.406686490913156,0.13892691544854072
0.4035714285714286,0.18285714285714286,13.506660688500295,0.0,40.0,22.518639892020026,0.158622846577248
0.4357142857142858,0.18285714285714286,14.262962258793879,0.0,40.0,22.632622903797653,0.17900549112383132
0.4678571428571429,0.18285714285714286,15.008432858706415,0.0,40.0,22.747591388072117,0.19991007145912515
0.5,0.18285714285714286,15.743951363529888,0.0,40.0,22.862673404734792,0.22118847527764218
0.05,0.21,3.7847830112686216,0.0,40.0,21.71687790825291,0.011388122892487772
0.08214285714285716,0.21,4.727274651043684,0.0,40.0,21.722340751005444,0.015552666883630132
0.1142857142857143,0.21,5.655437361677669,0.0,40.0,21.741287642589434,0.021136543038395385
0.14642857142857146,0.21,6.56775523502616,0.0,40.0,21.774752833716235,0.02835586909618803
0.1785714285714286,0.21,7.463232005528364,0.0,40.0,21.82285429753619,0.037357106564884314
0.21071428571428574,0.21,8.34139820680072,0.0,40.0,21.884915803917615,0.04820319852563373
0.24285714285714288,0.21,9.202256985899314,0.0,40.0,21.95967020395424,0.06087422261159045
0.275,0.21,10.046194620200827,0.0,40.0,22.045482773916216,0.07527924675644468
0.30714285714285716,0.21,10.873879968928687,0.0,40.0,22.14055117128443,0.0912741948944015
0.3392857142857143,0.21,11.686169880951187,0.0,40.0,22.24306053083356,0.10868094491087438
0.37142857142857144,0.21,12.484029618534114,0.0,40.0,22.351289601980167,0.12730444147410247
0.4035714285714286,0.21,13.268471179661502,0.0,40.0,22.463673930188804,0.1469462733988401
0.4357142857142858,0.21,14.040508628986661,0.0,40.0,22.57883604766858,0.16741440614688607
0.4678571428571429,0.21,14.801127770087142,0.0,40.0,22.69559278026141,0.1885294717098999
0.5,0.21,15.551267012428925,0.0,40.0,22.81294812819234,0.21012831133908058
0.05,0.23714285714285713,3.489408126962659,0.0,40.0,21.720583720208985,0.009223454558891462
0.08214285714285716,0.23714285714285713,4.44500106793566,0.0,40.0,21.720569688724474,0.012826499027663326
0.1142857142857143,0.23714285714285713,5.386597008566097,0.0,40.0,21.73366484038142,0.017775266641193152
0.14642857142857146,0.23714285714285713,6.312487669469292,0.0,40.0,21.76130845435185,0.024315617030069285
0.1785714285714286,0.23714285714285713,7.221486821597094,0.0,40.0,21.80397311688189,0.03263033670972719
0.21071428571428574,0.23714285714285713,8.1129610041903,0.0,40.0,21.861246336942585,0.04281901066655875
0.24285714285714288,0.23714285714285713,8.986788445807301,0.0,40.0,21.932021725691484,0.05489345182533634
0.275,0.23714285714285713,9.843272682373712,0.0,40.0,22.014731739880133,0.06878651314079218
0.30714285714285716,0.23714285714285713,10.683038110215573,0.0,40.0,22.10756836267332,0.08436912570276175
0.3392857142857143,0.23714285714285713,11.50692796534884,0.0,40.0,22.208661586191937,0.10147016249454135
0.37142857142857144,0.23714285714285713,12.315916487861628,0.0,40.0,22.31620631079729,0.11989513951865986
0.4035714285714286,0.23714285714285713,13.111039752530672,0.0,40.0,22.42854147845493,0.1394415908328667
0.4357142857142858,0.23714285714285713,13.893344959153952,0.0,40.0,22.544191232151967,0.15991044000379306
0.4678571428571429,0.23714285714285713,14.66385561875126,0.0,40.0,22.661879005058402,0.18111360971820858
0.5,0.23714285714285713,15.423715141155554,0.0,40.0,22.780565921322953,0.2028877005924501
0.05,0.2642857142857143,3.285931135378457,0.0,40.0,21.724785146319824,0.007919690548055072
0.08214285714285716,0.2642857142857143,4.250997478406639,0.0,40.0,21.72117003656107,0.01116560860421446
0.1142857142857143,0.2642857142857143,5.2022833587600905,0.0,40.0,21.730328786710874,0.015702770311006007
0.14642857142857146,0.2642857142857143,6.13794674995048,0.0,40.0,21.75398717524429,0.021795741039470216
0.1785714285714286,0.2642857142857143,7.056665904717049,0.0,40.0,21.792878450081556,0.029651706146155303
0.21071428571428574,0.2642857142857143,7.957688152195897,0.0,40.0,21.846791007736122,0.0393959266590341
0.24285714285714288,0.2642857142857143,8.840799579644813,0.0,40.0,21.91474648906125,0.05106317685979159
0.275,0.2642857142857143,9.706241890514399,0.0,40.0,21.99523651766055,0.06460401250006201
0.30714285714285716,0.2642857142857143,10.554605678993168,0.0,40.0,22.086457169396212,0.07990090387452582
0.3392857142857143,0.2642857142857143,11.386723196393895,0.0,40.0,22.186504278581538,0.09678845393178356
0.37142857142857144,0.2642857142857143,12.203574478398396,0.0,40.0,22.293515806479903,0.11507315340388884
0.4035714285714286,0.2642857142857143,13.006212607771486,0.0,40.0,22.405763106415083,0.13455003299187662
0.4357142857142858,0.2642857142857143,13.79570848378621,0.0,40.0,22.521700544184476,0.1550152344918716
0.4678571428571429,0.2642857142857143,14.573112645739625,0.0,40.0,22.63998488351423,0.176274602465529
0.5,0.2642857142857143,15.339430690738025,0.0,40.0,22.75947474756424,0.19814893150441762
0.05,0.2914285714285714,3.1322344172115004,0.0,40.0,21.728766641565862,0.007034108413770309
0.08214285714285716,0.2914285714285714,4.104187090044206,0.0,40.0,21.72254050661999,0.010022834781873668
0.1142857142857143,0.2914285714285714,5.062558832619233,0.0,40.0,21.728773179146256,0.01425783146499043
0.14642857142857146,0.2914285714285714,6.0054083238264075,0.0,40.0,21.749407982574077,0.020016320760187598
0.1785714285714286,0.2914285714285714,6.931309716428649,0.0,40.0,21.785384672101088,0.027523295717805544
0.21071428571428574,0.2914285714285714,7.839416217090011,0.0,40.0,21.836657469788406,0.03692367687593692
0.24285714285714288,0.2914285714285714,8.72943923640923,0.0,40.0,21.902359480173818,0.04827051406249368
0.275,0.2914285714285714,9.601568776095808,0.0,40.0,21.98103990180963,0.06152901134736867
0.30714285714285716,0.2914285714285714,10.456365624331339,0.0,40.0,22.07090777313231,0.07659168937794793
0.3392857142857143,0.2914285714285714,11.294650429421722,0.0,40.0,22.170039887299772,0.09329868220314905
0.37142857142857144,0.2914285714285714,12.117405250223658,0.0,40.0,22.276535305651016,0.11145819933092974
0.4035714285714286,0.2914285714285714,12.925694467732443,0.0,40.0,22.38861643320324,0.13086412523829632
0.4357142857142858,0.2914285714285714,13.720605957078037,0.0,40.0,22.504685648643033,0.1513095194320167
0.4678571428571429,0.2914285714285714,14.503210200547771,0.0,40.0,22.623349191194517,0.1725959889012452
0.5,0.2914285714285714,15.274533805264117,0.0,40.0,22.743419187782965,0.19453952889563422
0.05,0.31857142857142856,3.0006064185278634,0.0,40.0,21.732690118521887,0.006339435864139232
0.08214285714285716,0.31857142857142856,3.9786057176717087,0.0,40.0,21.724307606814037,0.009119205565683278
0.1142857142857143,0.31857142857142856,4.943190454841075,0.0,40.0,21.728085921987347,0.01310580337382351
0.14642857142857146,0.31857142857142856,5.8923345901802975,0.0,40.0,21.7461550701223,0.018586440627408767
0.1785714285714286,0.31857142857142856,6.824521920144826,0.0,40.0,21.779636410371907,0.02580090619997384
0.21071428571428574,0.31857142857142856,7.738822958711115,0.0,40.0,21.828633027959405,0.03491093630109498
0.24285714285714288,0.31857142857142856,8.634882906913733,0.0,40.0,21.892380334486973,0.04598553514563088
0.275,0.31857142857142856,9.51284557943237,0.0,40.0,21.969482370853804,0.05900290984233085
0.30714285714285716,0.31857142857142856,10.37324491728439,0.0,40.0,22.05816302632236,0.07386465382779027
0.3392857142857143,0.31857142857142856,11.21689091648504,0.0,40.0,22.156484865148897,0.0904160212833679
0.37142857142857144,0.31857142857142856,12.044767149844912,0.0,40.0,22.262514428869547,0.10846696097195184
0.4035714285714286,0.31857142857142856,12.857947801044194,0.0,40.0,22.374432150265996,0.1278105309605072
0.4357142857142858,0.31857142857142856,13.657535613576492,0.0,40.0,22.490595356435975,0.14823721619247804
0.4678571428571429,0.31857142857142856,14.444618571090697,0.0,40.0,22.609566278016263,0.16954499603257692
0.5,0.31857142857142856,15.220241710736703,0.0,40.0,22.73011644463572,0.1915457170552865
0.05,0.34571428571428575,2.901339435428159,0.0,40.0,21.735948666441143,0.005852132430684812
0.08214285714285716,0.34571428571428575,3.8837417608267124,0.0,40.0,21.725994982735777,0.008479619303622354
0.1142857142857143,0.34571428571428575,4.852873610695346,0.0,40.0,21.727951063021184,0.012282754020733705
0.14642857142857146,0.34571428571428575,5.806646338309479,0.0,40.0,21.744086454267396,0.01755553080807426
0.1785714285714286,0.34571428571428575,6.743475204443354,0.0,40.0,21.775662538427582,0.024548486016964355
0.21071428571428574,0.34571428571428575,7.662366712785797,0.0,40.0,21.822900410822758,0.03343603256243648
0.24285714285714288,0.34571428571428575,8.56291383641058,0.0,40.0,21.88511926287405,0.044299542350181104
0.275,0.34571428571428575,9.44522315506851,0.0,40.0,21.96097064428354,0.057127569550216764
0.30714285714285716,0.34571428571428575,10.309806208485323,0.0,40.0,22.048694597515215,0.07182915832331849
0.3392857142857143,0.34571428571428575,11.157463217479451,0.0,40.0,22.146346522205825,0.08825400024006276
0.37142857142857144,0.34571428571428575,11.989177594380868,0.0,40.0,22.251970741692283,0.1062138449902427
0.4035714285714286,0.34571428571428575,12.806030004630149,0.0,40.0,22.363717344105325,0.12550151193537112
0.4357142857142858,0.34571428571428575,13.609133808619484,0.0,40.0,22.47991026963846,0.14590582851417253
0.4678571428571429,0.34571428571428575,14.399589830026732,0.0,40.0,22.599078666938375,0.16722223676923542
0.5,0.34571428571428575,15.17845681770235,0.0,40.0,22.719963256651877,0.1892595850145337
0.05,0.3728571428571429,2.829688870825437,0.0,40.0,21.73847591167344,0.00551613391762771
0.08214285714285716,0.3728571428571429,3.8153556658313357,0.0,40.0,21.72741509019452,0.008037634456777618
0.1142857142857143,0.3728571428571429,4.787850909735582,0.0,40.0,21.728075532706175,0.011712245607274107
0.14642857142857146,0.3728571428571429,5.745040872288755,0.0,40.0,21.742827252733687,0.016838584109709818
0.1785714285714286,0.3728571428571429,6.685291030591751,0.0,40.0,21.77303382351736,0.023674767924137884
0.21071428571428574,0.3728571428571429,7.607561133842317,0.0,40.0,21.819003351293414,0.03240430613079265
0.24285714285714288,0.3728571428571429,8.511405881600675,0.0,40.0,21.880117378900326,0.04311754145739603
0.275,0.3728571428571429,9.396904534208844,0.0,40.0,21.955063245750218,0.05581059035682356
0.30714285714285716,0.3728571428571429,10.264552218362983,0.0,40.0,22.042093611849374,0.07039797410473059
0.3392857142857143,0.3728571428571429,11.115142049668327,0.0,40.0,22.139259159862803,0.08673266405176633
0.37142857142857144,0.3728571428571429,11.94965742460128,0.0,40.0,22.24458825465568,0.10462775419204516
0.4035714285714286,0.3728571428571429,12.769183880676646,0.0,40.0,22.35620892755555,0.12387590526112612
0.4357142857142858,0.3728571428571429,13.57484267874159,0.0,40.0,22.472420752322392,0.14426473861467992
0.4678571428571429,0.3728571428571429,14.367744153992376,0.0,40.0,22.591728700458233,0.16558784029540158
0.5,0.3728571428571429,15.148957178233484,0.0,40.0,22.712850975263873,0.18765186239451143
0.05,0.4,2.755790570545811,0.0,40.0,21.741191810599787,0.005187968204480737
0.08214285714285716,0.4,3.7448116965777083,0.0,40.0,21.72901678865788,0.0076030675328531555
0.1142857142857143,0.4,4.720766453737452,0.0,40.0,21.728359010169985,0.011147686969889999
0.14642857142857146,0.4,5.681475099716105,0.0,40.0,21.74169134392535,0.01612488908763414
0.1785714285714286,0.4,6.625251618961874,0.0,40.0,21.77048377963601,0.02280040885933099
0.21071428571428574,0.4,7.551006928451416,0.0,40.0,21.815136303011272,0.03136709069304044
0.24285714285714288,0.4,8.458255425321507,0.0,40.0,21.875097266180177,0.0419246195433314
0.275,0.4,9.34704736438094,0.0,40.0,21.949093213738234,0.05447708482135412
0.30714285714285716,0.4,10.217860248195542,0.0,40.0,22.03539160760578,0.0689448580236065
0.3392857142857143,0.4,11.071479352160875,0.0,40.0,22.132039485557602,0.08518448187141905
0.37142857142857144,0.4,11.908887723308116,0.0,40.0,22.237049475695766,0.1030105918268522
0.4035714285714286,0.4,12.73117573731407,0.0,40.0,22.348527207310923,0.12221580038580383
0.4357142857142858,0.4,13.53947272318963,0.0,40.0,22.464747216419106,0.14258656375665843
0.4678571428571429,0.4,14.334898816656043,0.0,40.0,22.58418947762203,0.16391460280134806
0.5,0.4,15.118533363439745,0.0,40.0,22.705548826330734,0.1860043313221996
