novelty_distribution,policy,n_seeds,S_T_mean,S_T_std,minC_mean,minC_std,overload_time_mean,overload_time_std,avg_choice_mean,avg_choice_std,avg_answered_mean,avg_answered_std,W_mean,W_std,U_mean,U_std,avg_forum_novelty_mean,avg_forum_novelty_std,avg_answer_rate_mean,avg_answer_rate_std,avg_novelty_factor_mean,avg_novelty_factor_std
beta_0.5_0.5,targeted_match_rate,30,33.05229370967747,0.020893032019823798,0.5452072663187749,8.564363452520142e-05,24.0,0.0,0.3570262330063008,0.0001783401974732386,0.21421573980378047,0.00010700411848393974,24.769937458991404,0.002480678585566135,0.6147317523567452,0.0006599452715316049,0.8780334387952532,0.001076681375404579,0.6000000000000001,1.1102230246251565e-16,1.2646234071566775,0.0007536769627832284
beta_0.5_0.5,uniform,30,19.602370135775338,3.552713678800501e-15,0.47618298553141253,0.0,40.0,0.0,0.24635678571386876,5.551115123125783e-17,0.14781407142832131,0.0,23.25360228111704,1.0658141036401503e-14,0.28509779477941355,0.0,0.5,0.0,0.6000000000000001,1.1102230246251565e-16,0.8249999999999997,2.220446049250313e-16
beta_1_1,targeted_match_rate,30,31.558878171161982,0.021996007861367073,0.5412307216267316,0.00011781572786239253,25.0,0.0,0.3469421703444964,0.00020446164683028627,0.20816530220669788,0.0001226769880981706,24.62294176559986,0.002764483179507158,0.5782247912869293,0.0007291892452967592,0.7999775134097878,0.0011629179443049989,0.6000000000000001,1.1102230246251565e-16,1.2099842593868513,0.0008140425610135445
beta_1_1,uniform,30,19.602370135775338,3.552713678800501e-15,0.47618298553141253,0.0,40.0,0.0,0.24635678571386876,5.551115123125783e-17,0.14781407142832131,0.0,23.25360228111704,1.0658141036401503e-14,0.28509779477941355,0.0,0.5,0.0,0.6000000000000001,1.1102230246251565e-16,0.8249999999999997,2.220446049250313e-16
beta_2_5,targeted_match_rate,30,31.209536781125543,0.025290920505796823,0.5402859297439454,0.0001565379908520077,26.0,0.0,0.3444972610838911,0.00026221967811112905,0.20669835665033467,0.00015733180686666994,24.587643647550593,0.0035437534868993635,0.5696069599477199,0.0009290284829267222,0.44682215412571136,0.0007421157602234983,0.6000000000000001,1.1102230246251565e-16,1.1973571388039967,0.0009090918062737979
beta_2_5,uniform,30,16.851777768381982,7.105427357601002e-15,0.4324418656931502,1.1102230246251565e-16,40.0,0.0,0.21950109681484425,0.0,0.13170065808890652,2.7755575615628914e-17,22.932629632487494,1.0658141036401503e-14,0.22568363551627801,5.551115123125783e-17,0.2857142857142857,0.0,0.6000000000000001,1.1102230246251565e-16,0.75,0.0
beta_5_2,targeted_match_rate,30,27.72492895616922,0.00647039608577914,0.5286302276465398,5.1085121120655826e-05,29.0,0.0,0.31803154349358526,6.16121071787148e-05,0.19081892609615114,3.696726430723145e-05,24.209773116527494,0.0008010319683499204,0.48134850425439757,0.0001915676127473129,0.8649819090653895,0.0004692106667297067,0.6000000000000001,1.1102230246251565e-16,1.0738411354420407,0.000229913226697533
beta_5_2,uniform,30,22.349691837141254,3.552713678800501e-15,0.49957745205675624,1.6653345369377348e-16,36.0,0.0,0.27095211772529665,5.551115123125783e-17,0.162571270635178,0.0,23.56833965310421,0.0,0.34593486744322927,1.1102230246251565e-16,0.7142857142857145,2.220446049250313e-16,0.6000000000000001,1.1102230246251565e-16,0.8999999999999998,3.3306690738754696e-16
