policy,n_seeds,S_T_mean,S_T_std,minC_mean,minC_std,overload_time_mean,overload_time_std,avg_choice_mean,avg_choice_std,avg_answered_mean,avg_answered_std,W_mean,W_std,U_mean,U_std,avg_forum_novelty_mean,avg_forum_novelty_std,avg_answer_rate_mean,avg_answer_rate_std,avg_novelty_factor_mean,avg_novelty_factor_std,target_avg_answered
targeted_matched_answered,30,31.348930122761434,0.023613301294504924,0.5297410171703446,0.00011792831916546844,30.0,0.0,0.3102134988676823,0.00021590703321071764,0.17793331914011137,0.0001675967003911082,24.21342570147652,0.0025292344030783303,0.42031893162671113,0.0008134300533574932,0.7867887866762284,0.0011533445171719766,0.5735833333333332,0.00018633899812496192,1.2007521506733598,0.000807341162020394,0.17798968681750962
uniform_matched_answered,30,20.584800763385253,0.0,0.5050518811518018,1.1102230246251565e-16,33.0,0.0,0.28205045225625963,0.0,0.17798997012628626,5.551115123125783e-17,23.57483874403633,7.105427357601002e-15,0.41469564948598125,1.1102230246251565e-16,0.5,0.0,0.6310572052001954,1.1102230246251565e-16,0.8249999999999997,2.220446049250313e-16,0.17798968681750962
